x-axis,1,2
second,Volt,Volt
-1.5000000E-03,,
-1.4998698E-03,,
-1.4997396E-03,,
-1.4996094E-03,,
-1.4994792E-03,,
-1.4993490E-03,,
-1.4992188E-03,,
-1.4990885E-03,,
-1.4989583E-03,,
-1.4988281E-03,,
-1.4986979E-03,,
-1.4985677E-03,,
-1.4984375E-03,,
-1.4983073E-03,,
-1.4981771E-03,,
-1.4980469E-03,,
-1.4979167E-03,,
-1.4977865E-03,,
-1.4976563E-03,,
-1.4975260E-03,,
-1.4973958E-03,,
-1.4972656E-03,,
-1.4971354E-03,,
-1.4970052E-03,,
-1.4968750E-03,,
-1.4967448E-03,,
-1.4966146E-03,,
-1.4964844E-03,,
-1.4963542E-03,,
-1.4962240E-03,,
-1.4960938E-03,,
-1.4959635E-03,,
-1.4958333E-03,,
-1.4957031E-03,,
-1.4955729E-03,,
-1.4954427E-03,,
-1.4953125E-03,,
-1.4951823E-03,,
-1.4950521E-03,,
-1.4949219E-03,,
-1.4947917E-03,,
-1.4946615E-03,,
-1.4945313E-03,,
-1.4944010E-03,,
-1.4942708E-03,,
-1.4941406E-03,,
-1.4940104E-03,,
-1.4938802E-03,,
-1.4937500E-03,,
-1.4936198E-03,,
-1.4934896E-03,,
-1.4933594E-03,,
-1.4932292E-03,,
-1.4930990E-03,,
-1.4929688E-03,,
-1.4928385E-03,,
-1.4927083E-03,,
-1.4925781E-03,,
-1.4924479E-03,,
-1.4923177E-03,,
-1.4921875E-03,,
-1.4920573E-03,,
-1.4919271E-03,,
-1.4917969E-03,,
-1.4916667E-03,,
-1.4915365E-03,,
-1.4914063E-03,,
-1.4912760E-03,,
-1.4911458E-03,,
-1.4910156E-03,,
-1.4908854E-03,,
-1.4907552E-03,,
-1.4906250E-03,,
-1.4904948E-03,,
-1.4903646E-03,,
-1.4902344E-03,,
-1.4901042E-03,,
-1.4899740E-03,,
-1.4898438E-03,,
-1.4897135E-03,,
-1.4895833E-03,,
-1.4894531E-03,,
-1.4893229E-03,,
-1.4891927E-03,,
-1.4890625E-03,,
-1.4889323E-03,,
-1.4888021E-03,,
-1.4886719E-03,,
-1.4885417E-03,,
-1.4884115E-03,,
-1.4882813E-03,,
-1.4881510E-03,,
-1.4880208E-03,,
-1.4878906E-03,,
-1.4877604E-03,,
-1.4876302E-03,,
-1.4875000E-03,,
-1.4873698E-03,,
-1.4872396E-03,,
-1.4871094E-03,,
-1.4869792E-03,,
-1.4868490E-03,,
-1.4867188E-03,,
-1.4865885E-03,,
-1.4864583E-03,,
-1.4863281E-03,,
