x-axis,1,2
second,Volt,Volt
-250.0000E-06,-2.5471369069E+00,-966.7870499E-03
-249.7500E-06,-2.5485816112E+00,-977.1199837E-03
-249.5000E-06,-2.5469862072E+00,-989.0860929E-03
-249.2500E-06,-2.5479785228E+00,-1.0022456357E+00
-249.0000E-06,-2.5443102738E+00,-1.0067683404E+00
-248.7500E-06,-2.5421118778E+00,-1.0111652529E+00
-248.5000E-06,-2.5421872277E+00,-1.0239104196E+00
-248.2500E-06,-2.5456669091E+00,-1.0372079913E+00
-248.0000E-06,-2.5451142630E+00,-1.0451790861E+00
-247.7500E-06,-2.5380538709E+00,-1.0497582067E+00
-247.5000E-06,-2.5345115105E+00,-1.0575850096E+00
-247.2500E-06,-2.5297371974E+00,-1.0669752258E+00
-247.0000E-06,-2.5257678383E+00,-1.0809832023E+00
-246.7500E-06,-2.5337329113E+00,-1.0874090459E+00
-246.5000E-06,-2.5249759411E+00,-1.0948400690E+00
-246.2500E-06,-2.5252157228E+00,-1.1069887481E+00
-246.0000E-06,-2.5249262224E+00,-1.1168316666E+00
-245.7500E-06,-2.5156155930E+00,-1.1248339079E+00
-245.5000E-06,-2.5160430741E+00,-1.1279371535E+00
-245.2500E-06,-2.5059811651E+00,-1.1360651629E+00
-245.0000E-06,-2.4990820210E+00,-1.1409703494E+00
-244.7500E-06,-2.5029029959E+00,-1.1579058678E+00
-244.5000E-06,-2.4958675114E+00,-1.1638786715E+00
-244.2500E-06,-2.4824033453E+00,-1.1686026629E+00
-244.0000E-06,-2.4820237497E+00,-1.1744954456E+00
-243.7500E-06,-2.4811815066E+00,-1.1852239421E+00
-243.5000E-06,-2.4758802751E+00,-1.1965932019E+00
-243.2500E-06,-2.4752020780E+00,-1.2043189754E+00
-243.0000E-06,-2.4729529503E+00,-1.2080057484E+00
-242.7500E-06,-2.4689214429E+00,-1.2136589905E+00
-242.5000E-06,-2.4689956832E+00,-1.2220958203E+00
-242.2500E-06,-2.4607059434E+00,-1.2309194652E+00
-242.0000E-06,-2.4626519832E+00,-1.2408829258E+00
-241.7500E-06,-2.4565707534E+00,-1.2445944857E+00
-241.5000E-06,-2.4533186654E+00,-1.2502108730E+00
-241.2500E-06,-2.4370228973E+00,-1.2549779341E+00
-241.0000E-06,-2.4369193112E+00,-1.2623596968E+00
-240.7500E-06,-2.4257627065E+00,-1.2747784600E+00
-240.5000E-06,-2.4130539205E+00,-1.2803997356E+00
-240.2500E-06,-2.4176426569E+00,-1.2871516691E+00
-240.0000E-06,-2.3970734770E+00,-1.2903108000E+00
